order_id,customer_id,order_purchase_timestamp,order_status
O0775,C079,2024-11-12,cancelled
O0776,C052,2024-01-04,shipped
O0777,C002,2025-05-20,processing
O0778,C114,2024-03-22,delivered
O0779,C054,2024-02-20,processing
O0780,C009,2024-11-01,shipped
O0781,C042,2024-10-18,processing
O0782,C024,2024-11-02,shipped
O0783,C141,2024-03-07,shipped
O0784,C085,2025-06-23,cancelled
O0785,C028,2024-03-30,cancelled
O0786,C110,2024-11-20,shipped
O0787,C158,2025-05-23,cancelled
O0788,C182,2024-10-24,processing
O0789,C189,2024-07-31,cancelled
O0790,C003,2024-07-25,shipped
O0791,C141,2024-11-27,delivered
O0792,C158,2024-01-30,processing
O0793,C122,2024-02-06,processing
O0794,C086,2025-04-18,cancelled
O0795,C186,2024-11-19,delivered
O0796,C017,2024-06-01,shipped
O0797,C043,2025-02-02,processing
O0798,C181,2024-11-18,delivered
O0799,C096,2025-04-07,shipped
O0800,C010,2024-07-25,delivered
O0801,C040,2024-07-13,shipped
O0802,C037,2024-04-10,processing
O0803,C030,2024-01-05,shipped
O0804,C086,2025-04-23,delivered
O0805,C006,2024-11-15,processing
O0806,C082,2025-03-27,delivered
O0807,C160,2025-06-10,delivered
O0808,C037,2024-10-17,processing
O0809,C139,2025-03-30,delivered
O0810,C028,2025-01-27,delivered
O0811,C152,2025-04-01,shipped
O0812,C021,2025-04-21,processing
O0813,C025,2025-04-11,shipped
O0814,C060,2024-08-17,processing
O0815,C180,2024-12-04,shipped
O0816,C090,2025-05-05,cancelled
O0817,C033,2025-06-04,delivered
O0818,C143,2024-03-13,shipped
O0819,C159,2024-09-06,processing
O0820,C111,2025-03-21,shipped
O0821,C190,2025-05-13,delivered
O0822,C114,2024-06-29,shipped
O0823,C198,2025-01-23,shipped
O0824,C036,2024-01-01,processing
O0825,C158,2025-04-02,processing
O0826,C174,2024-11-07,cancelled
O0827,C150,2024-01-09,cancelled
O0828,C014,2024-01-01,shipped
O0829,C111,2025-02-07,shipped
O0830,C055,2024-06-26,cancelled
O0831,C107,2024-06-06,shipped
O0832,C037,2025-05-13,cancelled
O0833,C117,2025-03-11,processing
O0834,C099,2024-12-29,processing
O0835,C188,2024-08-30,shipped
O0836,C010,2025-05-09,shipped
O0837,C037,2025-06-23,shipped
O0838,C023,2024-09-08,cancelled
O0839,C176,2024-11-15,delivered
O0840,C132,2025-04-25,shipped
O0841,C075,2024-06-20,delivered
O0842,C067,2024-03-03,cancelled
O0843,C189,2024-01-28,shipped
O0844,C065,2024-05-15,shipped
O0845,C155,2024-06-27,processing
O0846,C180,2024-08-29,cancelled
O0847,C022,2024-05-28,processing
O0848,C061,2025-03-26,processing
O0849,C165,2024-09-27,delivered
O0850,C122,2024-08-27,cancelled
O0851,C136,2025-03-21,delivered
O0852,C136,2024-02-12,delivered
O0853,C157,2024-10-06,shipped
O0854,C101,2025-04-17,processing
O0855,C087,2024-07-03,shipped
O0856,C004,2025-02-25,delivered
O0857,C186,2024-10-17,shipped
O0858,C153,2024-08-10,delivered
O0859,C034,2025-01-19,processing
O0860,C170,2024-03-18,cancelled
O0861,C066,2024-06-14,delivered
O0862,C016,2024-09-21,shipped
O0863,C157,2025-02-06,processing
O0864,C056,2024-04-18,cancelled
O0865,C147,2024-09-13,cancelled
O0866,C010,2025-02-03,shipped
O0867,C001,2025-06-11,cancelled
O0868,C139,2024-08-19,delivered
O0869,C032,2025-01-02,shipped
O0870,C094,2024-12-14,delivered
O0871,C046,2024-02-10,cancelled
O0872,C162,2025-01-02,cancelled
O0873,C036,2024-02-06,processing
O0874,C100,2024-03-05,shipped
O0875,C005,2024-02-07,shipped
O0876,C031,2024-08-04,cancelled
O0877,C060,2024-03-14,delivered
O0878,C159,2024-02-16,processing
O0879,C079,2024-04-09,cancelled
O0880,C030,2025-05-24,processing
O0881,C084,2024-05-03,processing
O0882,C152,2024-06-26,shipped
O0883,C044,2025-01-13,processing
O0884,C026,2025-01-20,processing
O0885,C046,2024-04-01,shipped
O0886,C178,2024-05-09,processing
O0887,C062,2024-06-27,delivered
O0888,C161,2024-11-04,shipped
O0889,C136,2024-04-07,shipped
O0890,C198,2024-08-01,shipped
O0891,C128,2024-06-29,processing
O0892,C073,2024-08-02,cancelled
O0893,C012,2024-04-16,delivered
O0894,C132,2024-04-28,delivered
O0895,C108,2024-07-22,shipped
O0896,C061,2025-02-26,processing
O0897,C125,2024-02-25,cancelled
O0898,C100,2025-01-17,processing
O0899,C052,2024-12-09,processing
O0900,C029,2025-04-21,cancelled
O0901,C155,2024-06-09,processing
O0902,C106,2025-06-18,cancelled
O0903,C004,2025-03-14,processing
O0904,C039,2024-01-06,cancelled
O0905,C009,2025-03-11,cancelled
O0906,C116,2025-05-22,processing
O0907,C056,2024-05-15,shipped
O0908,C123,2024-11-08,processing
O0909,C007,2025-04-10,cancelled
O0910,C095,2025-04-20,delivered
O0911,C136,2024-02-03,shipped
O0912,C139,2024-07-31,delivered
O0913,C132,2025-01-07,delivered
O0914,C094,2025-01-10,processing
O0915,C036,2024-12-08,processing
O0916,C180,2024-08-02,processing
O0917,C071,2024-02-25,delivered
O0918,C032,2025-04-26,shipped
O0919,C049,2025-04-13,delivered
O0920,C028,2024-06-17,shipped
O0921,C134,2024-01-24,shipped
O0922,C122,2024-12-21,cancelled
O0923,C017,2024-01-23,processing
O0924,C168,2024-11-30,cancelled
O0925,C114,2025-04-13,shipped
O0926,C067,2024-08-20,cancelled
O0927,C038,2024-12-27,shipped
O0928,C183,2024-10-19,processing
O0929,C042,2024-08-31,delivered
O0930,C067,2025-01-13,processing
O0931,C089,2024-05-31,shipped
O0932,C032,2024-01-26,cancelled
O0933,C040,2024-01-05,shipped
O0934,C194,2024-05-30,cancelled
O0935,C036,2024-04-29,shipped
O0936,C092,2024-04-04,shipped
O0937,C057,2024-10-11,processing
O0938,C132,2025-02-07,processing
O0939,C171,2025-01-04,cancelled
O0940,C096,2024-01-13,shipped
O0941,C023,2024-08-08,cancelled
O0942,C042,2025-03-10,cancelled
O0943,C054,2024-11-06,cancelled
O0944,C194,2025-01-19,delivered
O0945,C045,2025-04-18,processing
O0946,C126,2024-02-13,shipped
O0947,C058,2024-01-28,delivered
O0948,C032,2024-10-21,cancelled
O0949,C008,2024-05-02,shipped
O0950,C149,2025-05-07,cancelled
O0951,C096,2025-06-08,delivered
O0952,C119,2024-05-18,shipped
O0953,C013,2024-10-23,shipped
O0954,C197,2024-07-06,delivered
O0955,C176,2024-11-04,shipped
O0956,C149,2024-12-26,processing
O0957,C106,2024-12-14,processing
O0958,C144,2025-06-22,delivered
O0959,C005,2025-05-06,shipped
O0960,C153,2025-06-19,shipped
O0961,C057,2024-05-11,processing
O0962,C021,2025-03-11,delivered
O0963,C011,2024-07-20,delivered
O0964,C121,2024-05-01,shipped
O0965,C032,2024-07-29,processing
O0966,C192,2024-10-11,shipped
O0967,C062,2025-06-01,delivered
O0968,C056,2024-07-15,shipped
O0969,C055,2025-05-31,cancelled
O0970,C047,2024-12-29,cancelled
O0971,C195,2024-11-17,delivered
O0972,C181,2024-10-22,delivered
O0973,C117,2024-11-15,cancelled
O0974,C049,2024-03-12,cancelled
O0975,C173,2024-04-17,cancelled
O0976,C037,2025-02-08,cancelled
O0977,C017,2025-01-07,processing
O0978,C032,2024-08-26,cancelled
O0979,C152,2024-10-06,cancelled
O0980,C125,2025-06-07,shipped
O0981,C126,2025-05-24,processing
O0982,C018,2025-05-25,delivered
O0983,C078,2024-04-08,delivered
O0984,C052,2024-10-27,cancelled
O0985,C140,2024-01-19,delivered
O0986,C081,2025-01-20,cancelled
O0987,C181,2024-06-17,cancelled
O0988,C196,2024-04-22,cancelled
O0989,C122,2024-06-09,delivered
O0990,C158,2024-12-27,shipped
O0991,C094,2024-12-23,delivered
O0992,C110,2024-12-19,shipped
O0993,C061,2024-11-15,delivered
O0994,C044,2024-01-21,shipped
O0995,C132,2025-03-07,shipped
O0996,C097,2025-02-03,shipped
O0997,C087,2025-05-23,shipped
O0998,C052,2025-05-23,delivered
O0999,C147,2025-02-15,processing
O1000,C025,2024-12-10,shipped
