order_id,product_id,quantity,price,freight_value
O0784,P068,1,1128.24,78.53
O0785,P093,3,3474.41,281.49
O0786,P068,2,2918.2,194.51
O0787,P064,2,4059.1,267.43
O0788,P001,1,679.21,150.17
O0789,P053,2,322.91,117.9
O0790,P033,5,3971.96,106.18
O0791,P015,5,3460.6,115.58
O0792,P025,4,1719.52,114.62
O0793,P062,5,861.39,148.97
O0794,P096,5,374.51,165.9
O0795,P027,3,2929.25,112.88
O0796,P004,5,1761.85,125.07
O0797,P077,3,672.54,239.06
O0798,P035,2,2127.96,159.18
O0799,P028,3,2672.99,69.0
O0800,P057,5,2579.37,243.73
O0801,P062,3,3688.96,166.62
O0802,P027,5,3650.4,148.62
O0803,P006,1,3466.56,186.4
O0804,P014,3,2650.83,204.52
O0805,P042,5,1082.72,100.24
O0806,P035,1,831.67,96.62
O0807,P027,3,2758.39,173.82
O0808,P022,3,449.09,191.71
O0809,P017,1,242.06,272.92
O0810,P012,5,2189.68,70.12
O0811,P040,5,1728.43,75.48
O0812,P012,4,4082.97,277.51
O0813,P088,4,3257.65,234.62
O0814,P079,2,1364.46,121.77
O0815,P059,1,2488.78,38.3
O0816,P022,5,1483.06,117.61
O0817,P052,3,4106.01,243.09
O0818,P069,2,2358.78,185.35
O0819,P062,5,1980.7,115.4
O0820,P070,1,3501.25,68.46
O0821,P076,1,3020.77,111.11
O0822,P052,5,441.08,50.45
O0823,P064,2,3260.45,37.22
O0824,P085,4,831.16,168.75
O0825,P027,5,3439.43,108.65
O0826,P092,1,4914.64,116.39
O0827,P017,5,4277.28,37.47
O0828,P015,2,4320.11,262.39
O0829,P092,5,1975.67,126.84
O0830,P018,3,1022.31,127.69
O0831,P086,1,715.19,23.25
O0832,P018,4,514.85,199.83
O0833,P059,4,2596.13,174.57
O0834,P024,4,2181.38,22.08
O0835,P053,1,4640.17,181.38
O0836,P015,1,2943.32,289.29
O0837,P060,5,2633.05,166.54
O0838,P081,1,3734.26,288.92
O0839,P044,4,2721.66,23.02
O0840,P054,3,1829.28,293.77
O0841,P089,5,4622.04,229.84
O0842,P075,3,928.49,34.45
O0843,P063,3,504.3,161.57
O0844,P036,1,4303.51,23.98
O0845,P085,3,2288.6,246.2
O0846,P024,3,4016.92,261.36
O0847,P064,4,3788.53,135.63
O0848,P027,1,2931.01,255.71
O0849,P007,3,921.24,131.65
O0850,P088,2,3557.48,152.89
O0851,P037,3,4643.39,145.67
O0852,P069,4,3223.38,287.73
O0853,P035,5,1408.73,47.52
O0854,P094,5,3392.26,235.74
O0855,P071,1,151.83,22.37
O0856,P068,2,609.15,144.86
O0857,P025,1,266.8,193.43
O0858,P091,5,4793.2,44.19
O0859,P015,4,3508.7,90.93
O0860,P036,3,3869.86,213.82
O0861,P036,3,3907.82,127.18
O0862,P023,2,2258.82,157.68
O0863,P083,4,2511.08,60.28
O0864,P092,1,1369.08,29.76
O0865,P003,1,4492.91,61.68
O0866,P020,5,3530.27,273.29
O0867,P062,1,2236.68,256.33
O0868,P050,4,4775.36,249.03
O0869,P088,1,1583.86,35.45
O0870,P059,2,3826.22,101.19
O0871,P085,1,1035.92,214.85
O0872,P011,2,4437.55,142.64
O0873,P004,4,3626.72,186.02
O0874,P064,4,2716.31,253.59
O0875,P008,4,1754.82,221.88
O0876,P087,5,4363.98,170.24
O0877,P095,4,793.79,203.07
O0878,P090,1,3279.05,24.02
O0879,P079,1,936.38,185.49
O0880,P009,4,4041.82,139.34
O0881,P042,1,4198.49,242.07
O0882,P009,4,691.65,59.55
O0883,P057,2,1293.86,182.96
O0884,P003,1,4410.17,42.6
O0885,P054,4,3498.17,241.83
O0886,P019,4,3235.15,166.46
O0887,P077,1,982.0,159.97
O0888,P054,1,122.39,85.98
O0889,P098,4,4935.23,162.11
O0890,P007,4,1049.22,243.05
O0891,P086,3,4621.1,35.13
O0892,P033,4,1738.04,245.44
O0893,P069,4,961.85,239.94
O0894,P031,3,3634.88,185.96
O0895,P030,1,3916.98,111.32
O0896,P049,5,4467.69,40.59
O0897,P019,2,1159.21,190.64
O0898,P059,3,3627.12,196.97
O0899,P005,2,3491.83,36.7
O0900,P054,3,938.89,116.2
O0901,P074,1,4853.67,259.4
O0902,P028,3,2998.75,254.36
O0903,P032,5,1703.75,182.25
O0904,P006,5,296.29,151.78
O0905,P062,1,4067.61,215.06
O0906,P011,4,2836.59,23.48
O0907,P038,1,1271.41,299.71
O0908,P091,5,2350.49,179.71
O0909,P099,2,779.26,216.88
O0910,P081,3,446.42,270.16
O0911,P055,5,3789.15,215.46
O0912,P080,1,4416.15,226.01
O0913,P015,1,1976.48,150.3
O0914,P083,2,2838.07,38.76
O0915,P070,5,656.43,153.98
O0916,P042,4,1828.29,94.86
O0917,P048,5,1791.61,156.14
O0918,P058,1,3142.66,243.97
O0919,P011,1,2014.34,70.07
O0920,P015,2,3515.7,158.97
O0921,P054,2,4850.92,171.6
O0922,P057,2,3714.78,26.02
O0923,P067,3,3258.89,135.27
O0924,P076,5,3362.69,168.45
O0925,P073,2,746.58,241.02
O0926,P048,1,4856.55,235.53
O0927,P059,2,4785.45,193.22
O0928,P023,2,4212.73,214.0
O0929,P006,4,4969.49,180.87
O0930,P027,3,2856.19,29.71
O0931,P058,3,2745.35,65.53
O0932,P064,3,3865.74,285.38
O0933,P083,3,3556.71,152.69
O0934,P044,1,3476.82,224.86
O0935,P004,4,2067.99,255.45
O0936,P008,5,3079.94,74.64
O0937,P003,1,509.59,257.85
O0938,P063,1,1657.01,189.42
O0939,P019,4,3608.22,139.74
O0940,P045,5,1821.64,293.71
O0941,P095,3,4963.73,245.03
O0942,P018,2,4194.01,187.42
O0943,P068,5,4934.53,38.51
O0944,P001,4,2106.36,276.03
O0945,P026,5,1011.43,126.9
O0946,P075,4,1589.18,176.6
O0947,P020,4,1387.12,287.69
O0948,P023,2,2510.24,212.6
O0949,P064,3,4972.23,38.68
O0950,P034,1,3177.18,153.29
O0951,P034,3,897.95,36.38
O0952,P021,3,359.15,121.13
O0953,P068,2,3230.84,41.51
O0954,P077,3,3787.88,172.24
O0955,P088,5,3520.04,121.51
O0956,P002,4,771.05,98.8
O0957,P014,2,1167.59,160.95
O0958,P054,2,2356.41,41.39
O0959,P040,4,3486.15,58.92
O0960,P023,1,3578.48,28.05
O0961,P089,2,1210.21,55.1
O0962,P010,4,192.15,155.59
O0963,P005,1,3985.97,163.77
O0964,P006,1,424.61,206.92
O0965,P024,2,3385.94,28.19
O0966,P046,5,886.73,160.18
O0967,P013,5,4115.97,233.71
O0968,P022,1,4518.14,170.4
O0969,P047,1,3520.85,71.84
O0970,P055,1,1149.94,83.72
O0971,P060,3,640.55,58.06
O0972,P011,3,1707.77,52.4
O0973,P029,4,2814.19,101.37
O0974,P087,4,1900.46,23.58
O0975,P057,1,2661.05,209.43
O0976,P089,2,2993.73,48.48
O0977,P044,4,1081.29,256.33
O0978,P093,5,2545.64,234.15
O0979,P046,4,2431.55,188.89
O0980,P019,3,3863.2,50.25
O0981,P081,1,4717.77,28.32
O0982,P023,2,1974.9,210.18
O0983,P085,4,3782.89,234.92
O0984,P063,5,2573.49,171.88
O0985,P056,4,4412.62,53.36
O0986,P059,3,276.31,69.52
O0987,P056,4,758.99,220.4
O0988,P085,4,2813.54,171.03
O0989,P051,4,1390.62,185.49
O0990,P042,2,400.98,185.33
O0991,P098,1,4467.58,115.55
O0992,P053,2,1821.22,205.15
O0993,P089,3,420.95,105.38
O0994,P005,5,2358.46,261.74
O0995,P003,3,3510.2,184.64
O0996,P074,2,578.86,156.74
O0997,P022,4,3112.66,121.73
O0998,P069,3,1148.99,94.24
O0999,P080,5,3740.15,45.75
O1000,P009,4,2875.5,168.7
